Genome_ID,Best_Hit_ARO,Contig,Start,Stop,Plasmid,Location_Type,Resistance Phenotype Gentamicin
573.65954,Shigella flexneri acrA,573.65954_2,3141,4334,IncQ1,Plasmid,1
573.66413,aadA22,573.66413_1,3,917,IncL/M(pMU407),Plasmid,1
573.66345,APH(6)-Id,573.66345_3,1616,2452,IncN,Plasmid,1
573.66345,AAC(3)-IId,573.66345_2,700,1560,IncN,Plasmid,1
573.66345,AAC(6')-Ib10,573.66345_1,1,588,IncFIA(HI1),Plasmid,1
573.66345,arr-3,573.66345_2,685,1137,IncN,Plasmid,1
573.66345,dfrA27,573.66345_3,1270,1743,IncN,Plasmid,1
72407.2861,dfrA1,72407.2861_6,4608,5081,IncFIB(K),Plasmid,1
72407.248,Klebsiella pneumoniae KpnG,72407.248_9,8607,9779,IncFIB(pQil),Plasmid,0
72407.248,emrR,72407.248_10,9905,10435,IncFIB(pQil),Plasmid,0
72407.248,KPC-2,72407.248_8,8814,9695,IncFIB(pQil),Plasmid,0
573.66379,BRP(MBL),573.66379_7,6331,6696,IncFIB(K),Plasmid,1
573.66379,NDM-4,573.66379_8,6700,7512,IncFIB(K),Plasmid,1
573.66379,QnrS1,573.66379_2,749,1405,IncFII(K),Plasmid,1
72407.2368,QnrS1,72407.2368_5,3892,4548,IncFIB(K),Plasmid,0
72407.2556,IMP-19,72407.2556_1,2,754,IncFIA(HI1),Plasmid,1
72407.2556,dfrA14,72407.2556_1,2,490,IncFIA(HI1),Plasmid,1
72407.2489,adeF,72407.2489_2,1161,4271,IncFIB(K),Plasmid,1
72407.2489,dfrA1,72407.2489_6,4609,5082,IncFIB(K),Plasmid,1
72407.2489,QnrS1,72407.2489_5,3891,4547,IncFIB(K),Plasmid,1
72407.257,AAC(3)-IVa,72407.257_6,4274,5050,IncFIB(K),Plasmid,0
72407.257,AAC(6')-Ib10,72407.257_2,321,926,IncN,Plasmid,0
72407.257,SHV-12,72407.257_1,74,934,IncN,Plasmid,0
72407.2594,Klebsiella pneumoniae KpnE,72407.2594_14,11962,12324,IncFII,Plasmid,0
72407.2682,qacEdelta1,72407.2682_32,22018,22365,IncFII,Plasmid,0
72407.2737,eptB,72407.2737_2,1870,3543,IncFIB(K),Plasmid,1
72407.2737,TEM-1,72407.2737_6,3659,4519,IncFIB(K),Plasmid,1
573.65938,mdtB,573.65938_2,1253,4375,IncFIB(K),Plasmid,0
573.65938,mdtC,573.65938_3,4376,7453,IncFIB(K),Plasmid,0
573.65938,QnrS1,573.65938_7,4257,4913,IncFIB(K),Plasmid,0
72407.2536,adeF,72407.2536_2,1161,4271,IncFIB(K),Plasmid,0
72407.2538,dfrA14,72407.2538_6,4603,5076,IncFIB(K),Plasmid,1
72407.2395,TEM-1,72407.2395_6,3659,4519,IncFIB(K),Plasmid,0
573.66418,catB3,573.66418_1,47,679,Col440I,Plasmid,0
72407.2524,tet(A),72407.2524_3,2589,3788,Col440II,Plasmid,1
72407.2877,sul1,72407.2877_12,8008,8847,IncFIB(K),Plasmid,0
72407.2736,APH(6)-Id,72407.2736_4,2102,2938,IncFIB(K),Plasmid,0
72407.2215,CRP,72407.2215_20,15182,15814,IncFIB(K),Plasmid,0
72407.2615,Klebsiella pneumoniae KpnF,72407.2615_6,5699,6028,IncFIB(K),Plasmid,0
573.66214,aadA16,573.66214_1,1,834,IncL/M(pMU407),Plasmid,1
573.66214,QnrB6,573.66214_6,5553,6233,IncN,Plasmid,1
573.66357,QnrB1,573.66357_3,2374,3018,IncFII,Plasmid,1
573.66357,APH(6)-Id,573.66357_4,2102,2938,IncFII,Plasmid,1
573.66357,OXA-1,573.66357_2,581,1411,ColpVC,Plasmid,1
573.66357,rmtB,573.66357_1,23,778,IncN,Plasmid,1
573.66357,TEM-239,573.66357_1,24,764,IncN,Plasmid,1
573.66264,BRP(MBL),573.66264_7,6332,6697,IncFIB(K),Plasmid,1
573.66264,NDM-1,573.66264_8,6701,7513,IncFIB(K),Plasmid,1
573.66264,sul2,573.66264_2,423,1238,ColpVC,Plasmid,1
573.66264,APH(3'')-Ib,573.66264_3,1299,2102,ColpVC,Plasmid,1
573.66264,AAC(3)-IIe,573.66264_1,44,904,IncN,Plasmid,1
573.66264,FosA3,573.66264_1,323,739,IncN,Plasmid,1
573.66264,OXA-1,573.66264_2,581,1411,ColpVC,Plasmid,1
573.66264,CTX-M-55,573.66264_2,393,1268,ColpVC,Plasmid,1
573.66264,rmtB,573.66264_1,23,778,IncN,Plasmid,1
573.66264,TEM-239,573.66264_1,1,741,IncN,Plasmid,1
72407.2596,CTX-M-15,72407.2596_3,3307,4182,IncHI1B,Plasmid,0
72407.2385,APH(6)-Id,72407.2385_2,2619,3455,IncL/M(pMU407),Plasmid,0
72407.2385,tet(D),72407.2385_2,701,1885,IncHI1B,Plasmid,0
72407.2385,AAC(6')-IIc,72407.2385_2,638,1219,IncHI1B,Plasmid,0
72407.2385,catA1,72407.2385_1,155,814,IncHI1B,Plasmid,0
573.66326,QnrB6,573.66326_2,157,837,IncN,Plasmid,0
573.66326,dfrA27,573.66326_2,1038,1511,ColRNAI,Plasmid,0
573.66326,sul1,573.66326_1,25,864,IncN,Plasmid,0
573.66326,catB3,573.66326_1,47,679,IncN,Plasmid,0
573.66326,AAC(6')-Ib10,573.66326_2,59,763,IncN,Plasmid,0
573.66395,adeF,573.66395_2,980,4090,IncFIB(K),Plasmid,0
573.66395,arr-3,573.66395_5,3580,4032,IncFIB(K),Plasmid,0
573.66395,dfrA27,573.66395_6,4165,4638,IncFIB(K),Plasmid,0
573.66395,aadA16,573.66395_7,4819,5664,IncN,Plasmid,0
573.66395,KPC-2,573.66395_2,989,1870,IncFII(K),Plasmid,0
72407.2757,TEM-1,72407.2757_6,3659,4519,IncFIB(K),Plasmid,0
573.66406,sul1,573.66406_30,22981,23820,IncHI2A,Plasmid,1
573.66406,qacEdelta1,573.66406_31,23814,24161,IncHI2A,Plasmid,1
573.66406,aadA16,573.66406_32,24278,25123,IncHI2A,Plasmid,1
573.66406,sul3,573.66406_6,2021,2812,IncN,Plasmid,1
573.66406,aadA22,573.66406_1,3,917,IncL/M(pMU407),Plasmid,1
573.66318,adeF,573.66318_2,1157,4267,IncFIA(HI1),Plasmid,1
573.66318,SHV-28,573.66318_15,12245,13105,IncR,Plasmid,1
573.66318,KPC-2,573.66318_1,125,1006,IncFIA(HI1),Plasmid,1
573.66318,sul1,573.66318_3,951,1790,IncFIA(HI1),Plasmid,1
573.66318,catA1,573.66318_2,224,883,IncFIA(HI1),Plasmid,1
573.66318,mphA,573.66318_1,70,975,IncFIA(HI1),Plasmid,1
573.66318,Mrx,573.66318_2,972,2210,IncFIA(HI1),Plasmid,1
573.66318,dfrA14,573.66318_2,446,934,IncFIA(HI1),Plasmid,1
72407.2627,TEM-1,72407.2627_6,3660,4520,IncFIB(K),Plasmid,1
72407.2627,AAC(3)-IIe,72407.2627_4,1697,2557,IncFII(K),Plasmid,1
573.66287,adeF,573.66287_2,1157,4267,IncFIB(K),Plasmid,1
573.66287,sul2,573.66287_5,3316,4131,IncFIB(K),Plasmid,1
573.66287,tet(D),573.66287_2,699,1883,IncFIA(HI1),Plasmid,1
573.66287,AAC(3)-IId,573.66287_2,702,1562,IncFIA(HI1),Plasmid,1
573.66287,dfrA27,573.66287_1,131,604,IncFIA(HI1),Plasmid,1
573.66287,arr-3,573.66287_2,737,1189,IncFIA(HI1),Plasmid,1
72407.2767,TEM-1,72407.2767_6,3647,4507,IncFIB(K),Plasmid,0
72407.2227,aadA3,72407.2227_2,235,1035,IncFII(K),Plasmid,0
72407.2588,Klebsiella pneumoniae OmpK37,72407.2588_24,27308,28462,IncHI1B,Plasmid,0
573.66361,floR,573.66361_5,1812,3026,IncN,Plasmid,1
573.66361,AAC(6')-Ib10,573.66361_1,3,638,IncFIA(HI1),Plasmid,1
573.66361,arr-3,573.66361_2,735,1187,IncFIA(HI1),Plasmid,1
573.66361,dfrA27,573.66361_3,1320,1793,IncN,Plasmid,1
573.66361,sul2,573.66361_2,423,1238,IncFIA(HI1),Plasmid,1
573.66361,TEM-1,573.66361_6,3659,4519,IncFIB(pKPHS1),Plasmid,1
573.66361,catA1,573.66361_3,3442,4101,IncFIB(pKPHS1),Plasmid,1
573.66361,tet(D),573.66361_2,701,1885,IncFIA(HI1),Plasmid,1
573.66361,AAC(3)-IId,573.66361_2,707,1567,IncN,Plasmid,1
72407.2421,dfrA14,72407.2421_3,1652,2125,IncFII(K),Plasmid,0
72407.2193,tet(A),72407.2193_7,4541,5740,IncFIB(K),Plasmid,1
72407.2193,QnrS1,72407.2193_5,3891,4547,IncFIB(K),Plasmid,1
573.66544,sul2,573.66544_2,423,1238,Col(BS512),Plasmid,1
573.66544,mphA,573.66544_1,70,975,IncFIA(HI1),Plasmid,1
573.66544,Mrx,573.66544_2,972,2210,IncFIA(HI1),Plasmid,1
573.66544,aadA16,573.66544_1,1,834,IncFIA(HI1),Plasmid,1
573.66544,qacEdelta1,573.66544_2,951,1298,IncFIA(HI1),Plasmid,1
573.66544,dfrA27,573.66544_1,70,543,Col(BS512),Plasmid,1
573.66544,arr-3,573.66544_2,676,1128,IncFIA(HI1),Plasmid,1
573.66367,oqxA,573.66367_33,30631,31806,IncR,Plasmid,1
573.66367,KPC-2,573.66367_1,151,1032,IncFIA(HI1),Plasmid,1
573.66367,TEM-1,573.66367_6,3659,4519,IncFIB(K),Plasmid,1
573.66367,catA1,573.66367_3,3442,4101,IncFIB(K),Plasmid,1
573.66367,mphA,573.66367_1,70,975,IncFIA(HI1),Plasmid,1
573.66367,Mrx,573.66367_2,972,2210,IncFIA(HI1),Plasmid,1
573.66367,aadA16,573.66367_1,1,834,IncFIA(HI1),Plasmid,1
573.66367,qacEdelta1,573.66367_2,951,1298,IncFIA(HI1),Plasmid,1
573.67354,SCO-1,573.67354_2,655,1521,IncFIA(HI1),Plasmid,
573.67354,tet(D),573.67354_2,688,1872,IncFIA(HI1),Plasmid,
573.67354,OXA-1,573.67354_2,580,1410,IncFIA(HI1),Plasmid,
573.67354,TEM-1,573.67354_1,37,897,Col440II,Plasmid,
573.67354,CTX-M-15,573.67354_2,314,1189,Col440II,Plasmid,
72407.246,TEM-1,72407.246_6,3680,4540,FIA(pBK30683),Plasmid,0
72407.2336,adeF,72407.2336_2,1161,4271,IncFIB(K),Plasmid,1
72407.2336,tet(A),72407.2336_3,2946,4145,IncFIB(K),Plasmid,1
573.66502,mphA,573.66502_1,70,975,IncN,Plasmid,1
573.66502,dfrA14,573.66502_2,446,919,IncN,Plasmid,1
72407.2189,msbA,72407.2189_10,10976,12724,IncFIB(K),Plasmid,0
72407.254,qacEdelta1,72407.254_1,28,375,FII(pBK30683),Plasmid,0
72407.254,SHV-12,72407.254_1,74,934,FII(pBK30683),Plasmid,0
72407.254,OXA-9,72407.254_1,202,1026,FII(pBK30683),Plasmid,0
72407.254,dfrA12,72407.254_1,39,536,FII(pBK30683),Plasmid,0
573.65952,baeR,573.65952_23,32962,33684,IncHI1B,Plasmid,0
573.66564,QnrB4,573.66564_7,4165,4812,IncFIB(K),Plasmid,0
573.66564,QnrB6,573.66564_2,1233,1913,IncN,Plasmid,0
72407.2428,eptB,72407.2428_2,1870,3543,IncFII(K),Plasmid,1
72407.2428,qacEdelta1,72407.2428_8,5941,6288,IncFIB(K),Plasmid,1
573.66417,adeF,573.66417_2,980,4090,IncFIA(HI1),Plasmid,0
573.66417,aadA16,573.66417_1,1,834,IncFIA(HI1),Plasmid,0
573.66417,qacEdelta1,573.66417_2,951,1298,IncFIA(HI1),Plasmid,0
573.66417,dfrA27,573.66417_1,70,543,Col440I,Plasmid,0
573.66417,arr-3,573.66417_2,676,1128,IncFIA(HI1),Plasmid,0
573.66337,eptB,573.66337_2,2043,3716,IncN,Plasmid,0
573.66337,QnrB4,573.66337_7,4165,4812,IncFIB(K),Plasmid,0
573.66337,KPC-2,573.66337_4,4564,5445,IncFIB(K),Plasmid,0
573.66337,dfrA12,573.66337_1,416,916,IncN,Plasmid,0
573.66337,arr-3,573.66337_1,3,491,IncN,Plasmid,0
573.66414,adeF,573.66414_2,980,4090,IncFIB(K),Plasmid,0
573.66414,KPC-2,573.66414_2,989,1870,IncFII(K),Plasmid,0
573.66267,AAC(6')-Ib10,573.66267_7,7337,7936,IncFIB(K),Plasmid,0
573.66267,arr-3,573.66267_8,8033,8485,IncFIB(K),Plasmid,0
573.66267,dfrA27,573.66267_9,8618,9091,IncFII(K),Plasmid,0
573.66267,KPC-2,573.66267_2,989,1870,IncFIA(HI1),Plasmid,0
573.66267,qacEdelta1,573.66267_1,39,386,IncN,Plasmid,0
573.66267,sul1,573.66267_2,380,1219,IncN,Plasmid,0
573.66369,rmtB,573.66369_2,646,1401,Col(BS512),Plasmid,0
573.66218,aadA16,573.66218_1,79,924,IncN,Plasmid,0
573.66218,dfrA27,573.66218_2,1105,1638,IncN,Plasmid,0
573.66218,tet(D),573.66218_2,700,1884,IncFII(K),Plasmid,0
573.66218,sul1,573.66218_2,380,1219,IncN,Plasmid,0
72407.2838,catII from Escherichia coli K-12,72407.2838_2,667,1308,IncFIA(HI1),Plasmid,0
573.66527,LAP-2,573.66527_2,1437,2294,IncFII(K),Plasmid,1
573.66527,sul2,573.66527_2,593,1408,IncFII(K),Plasmid,1
573.66509,adeF,573.66509_2,980,4090,IncFIB(K),Plasmid,0
573.53747,tet(A),573.53747_3,998,2197,Col440II,Plasmid,0
573.53747,CTX-M-14,573.53747_1,170,1045,Col440II,Plasmid,0
72407.2282,tet(A),72407.2282_2,672,1871,IncN,Plasmid,0
573.66224,QnrB4,573.66224_7,4165,4812,IncFIB(K),Plasmid,0
573.66224,dfrA27,573.66224_1,16,489,IncN,Plasmid,0
573.66224,dfrA12,573.66224_1,416,916,IncN,Plasmid,0
72407.2874,SHV-12,72407.2874_6,3283,4143,IncFIB(K),Plasmid,0
573.65972,mdtB,573.65972_4,4068,7190,IncFIB(K),Plasmid,0
573.65972,mdtC,573.65972_5,7191,10268,IncFIB(K),Plasmid,0
573.65972,adeF,573.65972_2,1161,4271,IncU,Plasmid,0
573.65972,QnrS1,573.65972_4,1028,1684,IncFII(K),Plasmid,0
573.65972,IMP-1,573.65972_1,14,754,IncN,Plasmid,0
573.65972,dfrA14,573.65972_1,2,490,IncN,Plasmid,0
573.65937,MdtQ,573.65937_4,3276,4715,IncFIB(pKPHS1),Plasmid,1
573.65937,sul2,573.65937_6,3806,4621,IncFIB(pKPHS1),Plasmid,1
573.66254,OXA-181,573.66254_3,4063,4860,IncX3,Plasmid,0
573.66254,rmtB,573.66254_2,646,1401,Col440II,Plasmid,0
573.66254,AAC(6')-Ib10,573.66254_1,2,646,Col440II,Plasmid,0
573.66254,OXA-1,573.66254_2,777,1607,Col440II,Plasmid,0
72407.2828,acrB,72407.2828_1,17,3163,IncN,Plasmid,0
72407.2828,aadA2,72407.2828_1,2,784,IncN,Plasmid,0
72407.2354,mphA,72407.2354_1,70,975,IncQ1,Plasmid,1
72407.2354,AAC(3)-IId,72407.2354_1,35,895,IncQ1,Plasmid,1
72407.2354,APH(3')-Ia,72407.2354_1,138,953,IncQ1,Plasmid,1
573.66489,adeF,573.66489_2,1157,4267,IncFIA(HI1),Plasmid,1
573.66489,catA1,573.66489_2,224,883,IncFIA(HI1),Plasmid,1
573.66489,tet(D),573.66489_3,1642,2826,ColRNAI,Plasmid,1
573.66489,mphA,573.66489_1,70,975,IncFIA(HI1),Plasmid,1
573.66489,Mrx,573.66489_2,972,2210,IncFIA(HI1),Plasmid,1
573.66489,aadA16,573.66489_1,1,834,IncFIA(HI1),Plasmid,1
573.66489,qacEdelta1,573.66489_2,951,1298,IncFIA(HI1),Plasmid,1
573.66489,arr-3,573.66489_2,685,1137,IncFIA(HI1),Plasmid,1
574.114,Klebsiella pneumoniae OmpK37,574.114_11,8193,9317,IncFIB(K),Plasmid,0
72407.2856,Escherichia coli mdfA,72407.2856_3,1816,3048,IncFII,Plasmid,0
72407.2856,OXA-10,72407.2856_4,2923,3723,Col440II,Plasmid,0
72407.2856,eptB,72407.2856_2,1895,3568,IncFII,Plasmid,0
72407.2856,Klebsiella pneumoniae KpnF,72407.2856_4,1883,2212,IncFII,Plasmid,0
573.66243,adeF,573.66243_2,1156,4266,IncFIB(K),Plasmid,1
573.66243,sul2,573.66243_4,2274,3089,Col440I,Plasmid,1
573.66243,NDM-5,573.66243_1,163,975,IncFIA(HI1),Plasmid,1
573.66243,BRP(MBL),573.66243_2,979,1344,IncFIA(HI1),Plasmid,1
573.66243,FosA3,573.66243_1,322,738,IncR,Plasmid,1
573.66243,rmtB,573.66243_1,23,778,IncR,Plasmid,1
573.66243,TEM-239,573.66243_1,1,741,IncR,Plasmid,1
573.66354,emrR,573.66354_87,84688,85218,IncFII(K),Plasmid,1
573.66354,mphA,573.66354_1,70,975,Col440I,Plasmid,1
573.66354,CTX-M-15,573.66354_1,140,1015,Col440I,Plasmid,1
573.66354,rmtB,573.66354_2,646,1401,Col440II,Plasmid,1
573.66354,AAC(6')-Ib10,573.66354_1,2,646,Col440II,Plasmid,1
573.66354,OXA-1,573.66354_2,777,1607,Col440II,Plasmid,1
573.66468,adeF,573.66468_2,1156,4266,IncFIB(K),Plasmid,1
573.66468,aadA16,573.66468_5,3399,4244,IncFIB(K),Plasmid,1
573.66468,qacEdelta1,573.66468_6,4361,4708,IncFIB(K),Plasmid,1
573.66468,sul1,573.66468_7,4702,5541,IncR,Plasmid,1
573.66468,sul2,573.66468_5,3316,4131,IncFIB(K),Plasmid,1
573.66468,tet(D),573.66468_2,708,1892,IncFIA(HI1),Plasmid,1
573.66468,AAC(3)-IId,573.66468_2,707,1567,IncFIA(HI1),Plasmid,1
573.66498,KPC-2,573.66498_1,151,1032,IncFIA(HI1),Plasmid,1
573.66498,arr-3,573.66498_2,735,1187,IncN,Plasmid,1
573.66498,dfrA27,573.66498_3,1320,1793,IncN,Plasmid,1
573.66498,TEM-1,573.66498_1,35,895,IncFIA(HI1),Plasmid,1
573.66498,APH(6)-Id,573.66498_3,1616,2452,IncN,Plasmid,1
573.66498,tet(D),573.66498_3,1635,2819,IncN,Plasmid,1
573.66498,Mrx,573.66498_2,1023,2261,IncFIA(HI1),Plasmid,1
573.66498,AAC(3)-IId,573.66498_2,707,1567,IncN,Plasmid,1
573.66271,Klebsiella pneumoniae OmpK37,573.66271_39,40213,41337,IncFII(K),Plasmid,1
573.66271,AAC(6')-Ib10,573.66271_1,3,587,Col440II,Plasmid,1
573.66271,aadA,573.66271_2,657,1445,ColpVC,Plasmid,1
573.66297,tet(D),573.66297_2,700,1884,IncN,Plasmid,0
573.66297,dfrA27,573.66297_1,70,543,IncN,Plasmid,0
573.66297,arr-3,573.66297_2,676,1128,IncN,Plasmid,0
573.66466,catA1,573.66466_3,3442,4101,IncFIB(K),Plasmid,1
573.66505,adeF,573.66505_2,1157,4267,IncN,Plasmid,1
573.66505,AAC(6')-Ib10,573.66505_1,3,638,IncFIA(HI1),Plasmid,1
573.66505,arr-3,573.66505_2,735,1187,IncN,Plasmid,1
573.66505,dfrA27,573.66505_3,1320,1793,IncN,Plasmid,1
573.66505,sul1,573.66505_6,3277,4116,IncFIB(K),Plasmid,1
573.66505,sul2,573.66505_5,3316,4131,IncFIB(K),Plasmid,1
573.66505,AAC(3)-IId,573.66505_2,707,1567,IncFIA(HI1),Plasmid,1
72407.2867,mphA,72407.2867_1,70,975,ColRNAI,Plasmid,0
72407.2867,Mrx,72407.2867_2,972,2210,ColRNAI,Plasmid,0
72407.2577,tet(A),72407.2577_2,672,1871,IncN,Plasmid,0
72407.2343,APH(6)-Id,72407.2343_5,2815,3651,IncFIB(K),Plasmid,0
72407.2343,QnrB1,72407.2343_3,2375,3019,IncFIB(K),Plasmid,0
72407.2283,TEM-1,72407.2283_1,85,945,IncFIA(HI1),Plasmid,1
72407.2283,AAC(3)-IVa,72407.2283_1,51,827,IncFIA(HI1),Plasmid,1
72407.2283,APH(4)-Ia,72407.2283_2,1056,2081,IncFIA(HI1),Plasmid,1
72407.2283,SHV-12,72407.2283_1,24,884,IncFIA(HI1),Plasmid,1
72407.2283,Mrx,72407.2283_2,1023,2261,IncFIA(HI1),Plasmid,1
72407.2283,aadA16,72407.2283_2,188,1033,IncFIA(HI1),Plasmid,1
72407.2283,sul1,72407.2283_1,25,864,IncFIA(HI1),Plasmid,1
72407.2283,APH(3')-Ia,72407.2283_1,138,953,IncFIA(HI1),Plasmid,1
573.66348,eptB,573.66348_2,2043,3716,IncN,Plasmid,0
573.66348,KPC-2,573.66348_4,4564,5445,IncFIB(K),Plasmid,0
72407.2585,QnrS1,72407.2585_5,3891,4547,Col440I,Plasmid,0
573.66442,tet(D),573.66442_2,699,1883,IncN,Plasmid,1
573.66442,AAC(3)-IId,573.66442_2,702,1562,IncN,Plasmid,1
573.66442,dfrA27,573.66442_1,131,604,IncN,Plasmid,1
573.66442,arr-3,573.66442_2,737,1189,IncN,Plasmid,1
72407.2777,adeF,72407.2777_2,1157,4267,IncFIA(HI1),Plasmid,1
72407.2777,AAC(3)-IId,72407.2777_1,391,1251,ColpVC,Plasmid,1
72407.2777,sul1,72407.2777_3,951,1790,IncFIA(HI1),Plasmid,1
72407.2777,arr-3,72407.2777_2,676,1128,IncFIA(HI1),Plasmid,1
72407.2787,dfrA14,72407.2787_3,1713,2186,IncFII(K),Plasmid,0
72407.2787,APH(6)-Id,72407.2787_6,3795,4631,IncFIB(K),Plasmid,0
72407.2787,OXA-1,72407.2787_2,777,1607,IncFII(K),Plasmid,0
573.66455,sul2,573.66455_2,423,1238,IncHI1B,Plasmid,0
573.66455,APH(3'')-Ib,573.66455_3,1299,2102,IncHI1B,Plasmid,0
573.66455,QnrS1,573.66455_2,749,1405,IncHI1B,Plasmid,0
573.66421,OXA-181,573.66421_3,4063,4860,IncX3,Plasmid,0
573.66458,dfrA14,573.66458_4,3588,4070,IncHI1B,Plasmid,0
573.66458,LAP-2,573.66458_5,3002,3859,IncHI1B,Plasmid,0
573.66458,CTX-M-14,573.66458_6,3535,4386,IncHI1B,Plasmid,0
72407.2798,dfrA1,72407.2798_55,44761,45234,IncFIB(pKPHS1),Plasmid,1
573.65915,leuO,573.65915_31,32572,33522,IncFIB(K),Plasmid,0
573.65915,oqxB,573.65915_19,18728,21880,IncR,Plasmid,0
573.66336,eptB,573.66336_2,2043,3716,IncN,Plasmid,0
573.66336,KPC-2,573.66336_4,4564,5445,IncR,Plasmid,0
573.66336,QnrB6,573.66336_2,1233,1913,IncN,Plasmid,0
573.66336,qacEdelta1,573.66336_1,39,386,IncN,Plasmid,0
573.66336,sul1,573.66336_2,380,1219,IncN,Plasmid,0
573.66336,dfrA12,573.66336_1,416,916,IncN,Plasmid,0
573.66302,rmtB,573.66302_2,646,1401,Col440II,Plasmid,0
573.66302,TEM-1,573.66302_3,1571,2431,IncFII(K),Plasmid,0
573.66062,QnrB6,573.66062_2,157,837,IncFIA(HI1),Plasmid,0
573.66062,arr-3,573.66062_2,807,1259,IncFIA(HI1),Plasmid,0
573.66062,sul1,573.66062_1,25,864,IncFIA(HI1),Plasmid,0
573.66062,qacEdelta1,573.66062_2,858,1205,IncFIA(HI1),Plasmid,0
72407.2747,ArnT,72407.2747_2,91,1746,IncFII,Plasmid,0
72407.2747,Escherichia coli mdfA,72407.2747_3,1781,3013,IncFII,Plasmid,0
72407.2747,CTX-M-15,72407.2747_2,1710,2585,IncFII,Plasmid,0
72407.2747,Pseudomonas aeruginosa catB6,72407.2747_3,1640,2272,IncFII,Plasmid,0
72407.2747,AAC(6')-31,72407.2747_4,2363,2917,IncFII(K),Plasmid,0
72407.2747,arr-3,72407.2747_3,1639,2091,IncFII,Plasmid,0
573.66291,QnrB1,573.66291_3,2374,3018,IncFII,Plasmid,1
573.66291,APH(6)-Id,573.66291_4,2102,2938,IncFII,Plasmid,1
573.66291,AAC(3)-IIe,573.66291_1,44,904,IncN,Plasmid,1
573.66291,FosA3,573.66291_1,323,739,IncN,Plasmid,1
573.66291,OXA-1,573.66291_2,581,1411,ColpVC,Plasmid,1
573.66291,rmtB,573.66291_1,23,778,IncN,Plasmid,1
573.66291,TEM-239,573.66291_1,1,741,IncN,Plasmid,1
573.66044,mdtC,573.66044_22,30287,33364,IncFIB(pKPHS1),Plasmid,1
72407.253,AAC(3)-IVa,72407.253_2,141,944,IncN,Plasmid,0
72407.2642,APH(6)-Id,72407.2642_4,2103,2939,IncFIB(K),Plasmid,0
573.66483,dfrA27,573.66483_1,16,489,IncN,Plasmid,0
573.66483,qacEdelta1,573.66483_1,106,453,IncN,Plasmid,0
573.66483,sul1,573.66483_2,447,1286,IncN,Plasmid,0
573.66483,dfrA12,573.66483_1,2,502,IncN,Plasmid,0
573.66483,arr-3,573.66483_1,3,491,IncN,Plasmid,0
573.66412,adeF,573.66412_2,980,4090,IncFIB(K),Plasmid,0
573.66412,KPC-2,573.66412_2,989,1870,IncFII(K),Plasmid,0
573.66412,tet(D),573.66412_2,701,1885,IncFII(K),Plasmid,0
573.66276,QnrS1,573.66276_6,3891,4547,IncFIB(K),Plasmid,1
573.66276,AAC(3)-IId,573.66276_2,699,1559,IncFII(K),Plasmid,1
573.66276,mphA,573.66276_4,3193,4098,IncFIB(K),Plasmid,1
574.75,eptB,574.75_2,1895,3568,IncFIA(HI1),Plasmid,0
72407.2603,rsmA,72407.2603_35,32489,32674,IncHI1B,Plasmid,0
72407.2603,baeR,72407.2603_22,32649,33371,IncHI1B,Plasmid,0
573.66233,oqxA,573.66233_33,30631,31806,IncR,Plasmid,1
573.66233,KPC-2,573.66233_1,151,1032,IncFIA(HI1),Plasmid,1
573.66233,sul1,573.66233_3,1066,1905,IncFIA(HI1),Plasmid,1
573.66233,TEM-1,573.66233_1,35,895,IncFIA(HI1),Plasmid,1
573.66233,APH(6)-Id,573.66233_3,1616,2452,IncN,Plasmid,1
573.66233,tet(D),573.66233_3,1635,2819,IncN,Plasmid,1
573.66233,Mrx,573.66233_2,1023,2261,IncFIA(HI1),Plasmid,1
573.66233,AAC(3)-IId,573.66233_2,707,1567,IncN,Plasmid,1
573.66465,catA1,573.66465_3,3442,4101,IncFIB(K),Plasmid,1
72407.2439,marA,72407.2439_4,1364,1738,IncFII(K),Plasmid,1
72407.2439,TEM-1,72407.2439_6,3659,4519,IncFIB(K),Plasmid,1
72407.2439,dfrA14,72407.2439_3,1713,2186,IncFII(K),Plasmid,1
72407.2439,OXA-1,72407.2439_2,777,1607,IncFII(K),Plasmid,1
573.66558,AAC(3)-IId,573.66558_1,367,1227,ColpVC,Plasmid,1
573.66558,AAC(6')-Ib10,573.66558_1,3,587,ColRNAI,Plasmid,1
573.66363,sul1,573.66363_3,951,1790,IncFII,Plasmid,1
573.66363,QnrB1,573.66363_2,821,1465,IncFII,Plasmid,1
573.66363,AAC(3)-IId,573.66363_1,30,890,IncN,Plasmid,1
573.66363,tet(C),573.66363_1,1,1038,IncN,Plasmid,1
573.66363,FosA3,573.66363_1,323,739,IncN,Plasmid,1
573.66363,CTX-M-55,573.66363_1,370,1245,IncN,Plasmid,1
573.66363,dfrA14,573.66363_2,446,919,IncN,Plasmid,1
573.66363,AAC(6')-Ib10,573.66363_1,1,519,IncN,Plasmid,1
573.66451,adeF,573.66451_2,1156,4266,IncFIB(K),Plasmid,1
573.66451,dfrA27,573.66451_9,8839,9312,IncFII(K),Plasmid,1
573.66451,tet(D),573.66451_2,700,1884,IncFIA(HI1),Plasmid,1
573.66451,sul2,573.66451_2,431,1246,IncFIA(HI1),Plasmid,1
573.66451,FosA3,573.66451_1,322,738,IncFIA(HI1),Plasmid,1
573.66451,TEM-239,573.66451_1,24,764,IncFIA(HI1),Plasmid,1
