Genome_ID,Best_Hit_ARO,Contig,Start,Stop
72407.2511,Mrx,72407.2511_2,972,2210
72407.2511,floR,72407.2511_2,897,2111
72407.2511,AAC(3)-IId,72407.2511_2,765,1625
72407.2511,sul2,72407.2511_3,1517,2332
72407.2511,TEM-1,72407.2511_2,1040,1900
72407.2511,APH(3')-Ia,72407.2511_1,88,903
72407.2511,Escherichia coli AcrAB-TolC with MarR mutations conferring resistance to ciprofloxacin and tetracycline,72407.2511_51,49306,49740
72407.2511,baeR,72407.2511_245,264227,264949
72407.2735,acrD,72407.2735_110,122523,125636
72407.2735,MdtQ,72407.2735_328,372371,373810
72407.2735,mdtC,72407.2735_375,425999,429076
72407.2735,mdtB,72407.2735_376,429077,432199
72407.2735,Escherichia coli mdfA,72407.2735_55,61028,62260
72407.2735,marA,72407.2735_18,17461,17835
72407.2735,oqxA,72407.2735_33,30610,31785
72407.2735,oqxB,72407.2735_34,31809,34961
72407.2735,emrR,72407.2735_79,79233,79763
72407.2735,Klebsiella pneumoniae KpnG,72407.2735_80,79889,81061
72407.2735,Klebsiella pneumoniae KpnH,72407.2735_81,81077,82615
72407.2735,rsmA,72407.2735_89,90473,90658
72407.2735,FosA6,72407.2735_24,22689,23108
72407.2735,LptD,72407.2735_161,163342,165690
72407.2735,leuO,72407.2735_191,204221,205171
72407.2735,vanG,72407.2735_40,39098,40195
72407.2735,acrB,72407.2735_161,160719,163865
72407.2735,Shigella flexneri acrA,72407.2735_162,163888,165081
72407.2735,msbA,72407.2735_15,17742,19490
72407.2735,OmpA,72407.2735_55,68862,69932
72407.2735,Klebsiella pneumoniae KpnF,72407.2735_13,11646,11975
72407.2735,Klebsiella pneumoniae KpnE,72407.2735_14,11962,12324
72407.2735,Klebsiella pneumoniae OmpK37,72407.2735_128,141822,142976
72407.2735,eptB,72407.2735_156,164011,165684
72407.2735,CRP,72407.2735_20,15152,15784
72407.2735,ArnT,72407.2735_21,19587,21242
72407.2735,PmrF,72407.2735_24,24123,25106
72407.2735,aadA16,72407.2735_1,1,834
72407.2735,qacEdelta1,72407.2735_2,951,1298
72407.2735,sul1,72407.2735_3,1292,2131
72407.2735,QnrB6,72407.2735_6,5542,6222
72407.2735,qacEdelta1,72407.2735_8,6417,6764
72407.2735,sul1,72407.2735_9,6758,7597
72407.2735,AAC(3)-IId,72407.2735_15,14671,15531
72407.2735,APH(6)-Id,72407.2735_1,106,942
72407.2735,sul2,72407.2735_3,1806,2621
72407.2735,tet(D),72407.2735_3,1642,2826
72407.2735,SHV-2,72407.2735_4,2643,3503
72407.2735,TEM-1,72407.2735_3,2629,3489
72407.2735,floR,72407.2735_2,383,1597
72407.2735,dfrA27,72407.2735_1,70,543
72407.2735,arr-3,72407.2735_2,676,1128
72407.2735,AAC(6')-Ib10,72407.2735_3,1225,1812
72407.2735,baeR,72407.2735_372,422388,423110
72407.2735,Escherichia coli AcrAB-TolC with MarR mutations conferring resistance to ciprofloxacin and tetracycline,72407.2735_19,17856,18290
72407.2873,MdtQ,72407.2873_171,199810,201249
72407.2873,mdtC,72407.2873_218,253437,256514
72407.2873,mdtB,72407.2873_219,256515,259637
72407.2873,oqxA,72407.2873_40,39467,40642
72407.2873,oqxB,72407.2873_41,40666,43818
72407.2873,emrR,72407.2873_86,88088,88618
72407.2873,Klebsiella pneumoniae KpnG,72407.2873_87,88744,89916
72407.2873,Klebsiella pneumoniae KpnH,72407.2873_88,89932,91470
72407.2873,rsmA,72407.2873_96,99330,99515
72407.2873,SHV-159,72407.2873_30,27947,28807
72407.2873,marA,72407.2873_50,48910,49284
72407.2873,Shigella flexneri acrA,72407.2873_142,161978,163171
72407.2873,acrB,72407.2873_143,163194,166340
72407.2873,vanG,72407.2873_271,292956,294053
72407.2873,leuO,72407.2873_136,152108,153058
72407.2873,LptD,72407.2873_166,191589,193937
72407.2873,FosA6,72407.2873_348,368790,369209
72407.2873,CRP,72407.2873_20,15152,15784
72407.2873,ArnT,72407.2873_119,125898,127553
72407.2873,PmrF,72407.2873_122,130434,131417
72407.2873,eptB,72407.2873_178,206077,207750
72407.2873,Klebsiella pneumoniae KpnF,72407.2873_12,11653,11982
72407.2873,Klebsiella pneumoniae KpnE,72407.2873_13,11969,12331
72407.2873,Klebsiella pneumoniae OmpK37,72407.2873_135,151323,152477
72407.2873,acrD,72407.2873_49,48329,51442
72407.2873,OmpA,72407.2873_89,87062,88132
72407.2873,msbA,72407.2873_129,137504,139252
72407.2873,adeF,72407.2873_2,1161,4271
72407.2873,Escherichia coli mdfA,72407.2873_38,27754,28986
72407.2873,tet(A),72407.2873_28,18409,19608
72407.2873,dfrA1,72407.2873_31,20841,21314
72407.2873,qacEdelta1,72407.2873_32,22018,22365
72407.2873,sul1,72407.2873_33,22359,23198
72407.2873,CTX-M-14,72407.2873_21,19720,20595
72407.2873,QnrS1,72407.2873_7,5778,6434
72407.2873,LAP-2,72407.2873_10,8031,8888
72407.2873,baeR,72407.2873_215,249826,250548
72407.2873,Escherichia coli AcrAB-TolC with MarR mutations conferring resistance to ciprofloxacin and tetracycline,72407.2873_51,49377,49739
574.118,vanG,574.118_39,39106,40203
574.118,acrB,574.118_160,160732,163878
574.118,Escherichia coli mdfA,574.118_583,633143,634375
574.118,CrcB,574.118_79,84864,85277
574.118,rsmA,574.118_372,389951,390136
574.118,Klebsiella pneumoniae KpnH,574.118_380,397862,399403
574.118,Klebsiella pneumoniae KpnG,574.118_381,399419,400591
574.118,emrR,574.118_382,400717,401247
574.118,oqxB,574.118_428,445520,448672
574.118,oqxA,574.118_429,448696,449871
574.118,mdtB,574.118_29,36846,39968
574.118,mdtC,574.118_30,39969,43046
574.118,MdtQ,574.118_79,99810,101249
574.118,acrD,574.118_297,349494,352607
574.118,SHV-2,574.118_33,27865,28725
574.118,marA,574.118_53,48827,49201
574.118,Klebsiella pneumoniae KpnF,574.118_12,11702,12031
574.118,Klebsiella pneumoniae KpnE,574.118_13,12018,12380
574.118,Klebsiella pneumoniae OmpK37,574.118_125,139225,140349
574.118,leuO,574.118_135,151859,152809
574.118,LptD,574.118_165,191340,193688
574.118,FosA6,574.118_302,333714,334133
574.118,ArnT,574.118_58,64675,66330
574.118,PmrF,574.118_61,69211,70194
574.118,eptB,574.118_117,144685,146358
574.118,OmpA,574.118_9,9106,10176
574.118,msbA,574.118_49,59550,61298
574.118,CRP,574.118_20,16171,16803
574.118,baeR,574.118_33,45935,46657
574.118,Escherichia coli AcrAB-TolC with MarR mutations conferring resistance to ciprofloxacin and tetracycline,574.118_54,49222,49656
573.66358,mdtB,573.66358_316,357337,360459
573.66358,mdtC,573.66358_317,360460,363537
573.66358,MdtQ,573.66358_358,409003,410442
573.66358,acrD,573.66358_587,669919,673032
573.66358,eptB,573.66358_249,265473,267146
573.66358,PmrF,573.66358_305,341821,342804
573.66358,ArnT,573.66358_308,345685,347340
573.66358,CRP,573.66358_406,456636,457268
573.66358,SHV-28,573.66358_15,12245,13105
573.66358,marA,573.66358_36,33203,33577
573.66358,Shigella flexneri acrA,573.66358_151,165032,166225
573.66358,acrB,573.66358_152,166248,169394
573.66358,vanG,573.66358_275,289936,291033
573.66358,leuO,573.66358_135,152087,153037
573.66358,LptD,573.66358_165,191569,193917
573.66358,FosA6,573.66358_307,345994,346413
573.66358,OmpA,573.66358_147,152739,153809
573.66358,msbA,573.66358_187,203183,204931
573.66358,Escherichia coli mdfA,573.66358_256,284279,285511
573.66358,Klebsiella pneumoniae KpnF,573.66358_22,20983,21312
573.66358,Klebsiella pneumoniae KpnE,573.66358_23,21299,21661
573.66358,Klebsiella pneumoniae OmpK37,573.66358_136,148874,149998
573.66358,oqxA,573.66358_5,3616,4791
573.66358,oqxB,573.66358_6,4815,7967
573.66358,emrR,573.66358_51,52239,52769
573.66358,Klebsiella pneumoniae KpnG,573.66358_52,52895,54067
573.66358,Klebsiella pneumoniae KpnH,573.66358_53,54083,55621
573.66358,rsmA,573.66358_61,63480,63665
573.66358,BRP(MBL),573.66358_7,6332,6697
573.66358,NDM-1,573.66358_8,6701,7513
573.66358,dfrA14,573.66358_3,1643,2125
573.66358,tet(A),573.66358_3,1685,2884
573.66358,QnrB1,573.66358_2,821,1465
573.66358,sul2,573.66358_2,423,1238
573.66358,APH(3'')-Ib,573.66358_3,1299,2102
573.66358,APH(6)-Id,573.66358_4,2102,2938
573.66358,AAC(3)-IIe,573.66358_1,44,904
573.66358,FosA3,573.66358_1,323,739
573.66358,OXA-1,573.66358_2,581,1411
573.66358,AAC(6')-Ib10,573.66358_3,1542,2186
573.66358,CTX-M-55,573.66358_1,22,897
573.66358,rmtB,573.66358_1,63,818
573.66358,TEM-239,573.66358_1,1,741
573.66358,baeR,573.66358_320,366426,367148
573.66358,Escherichia coli AcrAB-TolC with MarR mutations conferring resistance to ciprofloxacin and tetracycline,573.66358_37,33598,34032
573.66012,Escherichia coli mdfA,573.66012_406,454132,455364
573.66012,oqxB,573.66012_35,31809,34961
573.66012,emrR,573.66012_80,79232,79762
573.66012,Klebsiella pneumoniae KpnG,573.66012_81,79888,81060
573.66012,Klebsiella pneumoniae KpnH,573.66012_82,81076,82614
573.66012,rsmA,573.66012_90,90478,90663
573.66012,acrD,573.66012_110,122662,125775
573.66012,FosA6,573.66012_24,22689,23108
573.66012,LptD,573.66012_161,163342,165690
573.66012,leuO,573.66012_191,204221,205171
573.66012,mdtB,573.66012_287,327416,330538
573.66012,mdtC,573.66012_288,330539,333616
573.66012,Shigella flexneri acrA,573.66012_109,85471,86664
573.66012,acrB,573.66012_110,86687,89833
573.66012,vanG,573.66012_231,210357,211454
573.66012,Klebsiella pneumoniae OmpK37,573.66012_44,44251,45405
573.66012,Klebsiella pneumoniae KpnE,573.66012_159,174902,175264
573.66012,Klebsiella pneumoniae KpnF,573.66012_160,175251,175580
573.66012,SHV-1,573.66012_31,27822,28682
573.66012,marA,573.66012_51,48785,49159
573.66012,OmpA,573.66012_58,57829,58899
573.66012,msbA,573.66012_98,108271,110019
573.66012,MdtQ,573.66012_56,65091,66530
573.66012,CRP,573.66012_78,89227,89859
573.66012,ArnT,573.66012_21,19586,21241
573.66012,PmrF,573.66012_24,24122,25105
573.66012,eptB,573.66012_17,17709,19382
573.66012,sul2,573.66012_2,430,1245
573.66012,APH(3'')-Ib,573.66012_3,1306,2109
573.66012,APH(6)-Id,573.66012_4,2109,2945
573.66012,TEM-1,573.66012_6,3666,4526
573.66012,QnrB1,573.66012_4,4963,5607
573.66012,tet(A),573.66012_3,2007,3281
573.66012,CTX-M-15,573.66012_2,272,1147
573.66012,dfrA14,573.66012_3,1652,2125
573.66012,AAC(6')-Ib10,573.66012_1,2,646
573.66012,OXA-1,573.66012_2,777,1607
573.66012,baeR,573.66012_291,336505,337227
573.66012,Escherichia coli AcrAB-TolC with MarR mutations conferring resistance to ciprofloxacin and tetracycline,573.66012_52,49180,49614
72407.242,oqxA,72407.242_33,30672,31847
72407.242,oqxB,72407.242_34,31871,35023
72407.242,emrR,72407.242_79,79293,79823
72407.242,Klebsiella pneumoniae KpnG,72407.242_80,79949,81121
72407.242,Klebsiella pneumoniae KpnH,72407.242_81,81137,82675
72407.242,rsmA,72407.242_89,90535,90720
72407.242,leuO,72407.242_138,153581,154531
72407.242,LptD,72407.242_168,193062,195410
72407.242,mdtB,72407.242_14,17461,20583
72407.242,mdtC,72407.242_15,20584,23661
72407.242,MdtQ,72407.242_62,75850,77289
72407.242,Shigella flexneri acrA,72407.242_106,87067,88260
72407.242,acrB,72407.242_107,88283,91429
72407.242,vanG,72407.242_229,211952,213049
72407.242,PmrF,72407.242_57,72646,73629
72407.242,ArnT,72407.242_60,76510,78165
72407.242,CRP,72407.242_161,187911,188543
72407.242,acrD,72407.242_49,48597,51710
72407.242,marA,72407.242_134,129635,130009
72407.242,SHV-11,72407.242_154,150112,150972
72407.242,Klebsiella pneumoniae OmpK37,72407.242_92,101252,102406
72407.242,OmpA,72407.242_58,58537,59607
72407.242,msbA,72407.242_98,109001,110749
72407.242,FosA6,72407.242_12,14147,14566
72407.242,Escherichia coli mdfA,72407.242_63,71528,72760
72407.242,Klebsiella pneumoniae KpnF,72407.242_13,11679,12008
72407.242,Klebsiella pneumoniae KpnE,72407.242_14,11995,12357
72407.242,KPC-2,72407.242_8,8792,9673
72407.242,APH(4)-Ia,72407.242_18,21634,22659
72407.242,AAC(3)-IVa,72407.242_19,22888,23664
72407.242,eptB,72407.242_18,17743,19416
72407.242,qacEdelta1,72407.242_1,140,487
72407.242,sul1,72407.242_2,481,1320
72407.242,Mrx,72407.242_9,5396,6634
72407.242,mphA,72407.242_10,6631,7536
72407.242,catA1,72407.242_2,620,1279
72407.242,qacL,72407.242_2,1080,1412
72407.242,aadA,72407.242_3,1582,2361
72407.242,cmlA1,72407.242_4,2466,3725
72407.242,sul3,72407.242_1,171,962
72407.242,APH(3')-Ia,72407.242_1,171,986
72407.242,TEM-1,72407.242_1,15,875
72407.242,baeR,72407.242_18,26550,27272
72407.242,Escherichia coli AcrAB-TolC with MarR mutations conferring resistance to ciprofloxacin and tetracycline,72407.242_133,129180,129614
72407.2275,Escherichia coli mdfA,72407.2275_55,61180,62412
72407.2275,Shigella flexneri acrA,72407.2275_489,545202,546395
72407.2275,acrB,72407.2275_490,546418,549564
72407.2275,vanG,72407.2275_612,670087,671184
72407.2275,mdtB,72407.2275_22,27313,30435
72407.2275,mdtC,72407.2275_23,30436,33513
72407.2275,MdtQ,72407.2275_70,86406,87845
72407.2275,acrD,72407.2275_294,343874,346987
72407.2275,oqxA,72407.2275_33,30630,31805
72407.2275,oqxB,72407.2275_34,31829,34981
72407.2275,emrR,72407.2275_79,79253,79783
72407.2275,Klebsiella pneumoniae KpnG,72407.2275_80,79909,81081
72407.2275,Klebsiella pneumoniae KpnH,72407.2275_81,81097,82635
72407.2275,rsmA,72407.2275_89,90493,90678
72407.2275,SHV-27,72407.2275_31,27946,28806
72407.2275,marA,72407.2275_51,48910,49284
72407.2275,leuO,72407.2275_135,152146,153096
72407.2275,LptD,72407.2275_165,191628,193976
72407.2275,FosA6,72407.2275_324,359982,360401
72407.2275,ArnT,72407.2275_21,19975,21630
72407.2275,PmrF,72407.2275_24,24511,25494
72407.2275,eptB,72407.2275_80,100173,101846
72407.2275,msbA,72407.2275_10,10937,12685
72407.2275,OmpA,72407.2275_50,61950,63020
72407.2275,Klebsiella pneumoniae OmpK37,72407.2275_41,40921,42075
72407.2275,Klebsiella pneumoniae KpnE,72407.2275_166,181513,181875
72407.2275,Klebsiella pneumoniae KpnF,72407.2275_167,181862,182191
72407.2275,CRP,72407.2275_20,15176,15808
72407.2275,CTX-M-3,72407.2275_2,530,1405
72407.2275,TEM-1,72407.2275_4,2187,3047
72407.2275,floR,72407.2275_8,7903,9117
72407.2275,tet(A),72407.2275_11,9717,10916
72407.2275,mphA,72407.2275_1,69,974
72407.2275,Mrx,72407.2275_2,971,2209
72407.2275,sul1,72407.2275_6,5185,6024
72407.2275,qacEdelta1,72407.2275_7,6018,6365
72407.2275,aadA16,72407.2275_8,6482,7315
72407.2275,dfrA27,72407.2275_1,70,543
72407.2275,arr-3,72407.2275_2,676,1128
72407.2275,AAC(6')-Ib10,72407.2275_3,1225,1812
72407.2275,QnrS1,72407.2275_2,750,1406
72407.2275,baeR,72407.2275_26,36402,37124
72407.2275,Escherichia coli AcrAB-TolC with MarR mutations conferring resistance to ciprofloxacin and tetracycline,72407.2275_52,49305,49739
573.66381,OmpA,573.66381_134,136034,137104
573.66381,msbA,573.66381_174,186472,188220
573.66381,Escherichia coli mdfA,573.66381_244,267586,268818
573.66381,marA,573.66381_95,91646,92020
573.66381,SHV-1,573.66381_115,112132,112992
573.66381,Klebsiella pneumoniae KpnF,573.66381_157,153030,153359
573.66381,Klebsiella pneumoniae KpnE,573.66381_158,153346,153708
573.66381,Klebsiella pneumoniae OmpK37,573.66381_280,289248,290372
573.66381,oqxA,573.66381_43,40287,41462
573.66381,oqxB,573.66381_44,41486,44638
573.66381,emrR,573.66381_87,84688,85218
573.66381,Klebsiella pneumoniae KpnG,573.66381_88,85344,86516
573.66381,Klebsiella pneumoniae KpnH,573.66381_89,86532,88070
573.66381,rsmA,573.66381_98,95931,96116
573.66381,eptB,573.66381_160,169271,170944
573.66381,PmrF,573.66381_217,245781,246764
573.66381,ArnT,573.66381_220,249645,251300
573.66381,CRP,573.66381_320,361399,362031
573.66381,MdtQ,573.66381_164,189035,190474
573.66381,mdtC,573.66381_211,242779,245856
573.66381,mdtB,573.66381_212,245857,248979
573.66381,fosA5,573.66381_13,13868,14290
573.66381,LptD,573.66381_169,175150,177498
573.66381,leuO,573.66381_199,216029,216979
573.66381,Shigella flexneri acrA,573.66381_44,45449,46642
573.66381,acrB,573.66381_45,46665,49811
573.66381,vanG,573.66381_166,170321,171418
573.66381,acrD,573.66381_103,92102,95215
573.66381,QnrS1,573.66381_3,1028,1684
573.66381,OXA-181,573.66381_10,7643,8440
573.66381,BRP(MBL),573.66381_7,6331,6696
573.66381,NDM-4,573.66381_8,6700,7512
573.66381,TEM-1,573.66381_3,1113,1973
573.66381,rmtB,573.66381_4,2143,2898
573.66381,OXA-1,573.66381_2,580,1410
573.66381,AAC(6')-Ib10,573.66381_3,1541,2185
573.66381,CTX-M-15,573.66381_1,140,1015
573.66381,Escherichia coli AcrAB-TolC with MarR mutations conferring resistance to ciprofloxacin and tetracycline,573.66381_94,91191,91625
573.66381,baeR,573.66381_208,239168,239890
573.66378,MdtQ,573.66378_159,184781,186220
573.66378,mdtC,573.66378_206,238524,241601
573.66378,mdtB,573.66378_207,241602,244724
573.66378,marA,573.66378_1112,1188284,1188658
573.66378,SHV-11,573.66378_1138,1216924,1217784
573.66378,Klebsiella pneumoniae KpnF,573.66378_1180,1257815,1258144
573.66378,Klebsiella pneumoniae KpnE,573.66378_1181,1258131,1258493
573.66378,Klebsiella pneumoniae OmpK37,573.66378_1304,1398014,1399138
573.66378,OmpA,573.66378_136,136471,137541
573.66378,msbA,573.66378_176,186913,188661
573.66378,Escherichia coli mdfA,573.66378_245,268033,269265
573.66378,Shigella flexneri acrA,573.66378_675,750083,751276
573.66378,acrB,573.66378_676,751299,754445
573.66378,vanG,573.66378_798,874955,876052
573.66378,CRP,573.66378_20,15152,15784
573.66378,ArnT,573.66378_119,125774,127429
573.66378,PmrF,573.66378_122,130310,131293
573.66378,eptB,573.66378_178,205950,207623
573.66378,rsmA,573.66378_323,344801,344986
573.66378,Klebsiella pneumoniae KpnH,573.66378_331,352845,354383
573.66378,Klebsiella pneumoniae KpnG,573.66378_332,354399,355571
573.66378,emrR,573.66378_333,355697,356227
573.66378,oqxB,573.66378_375,396286,399438
573.66378,oqxA,573.66378_376,399462,400637
573.66378,acrD,573.66378_108,120889,124002
573.66378,leuO,573.66378_136,151942,152892
573.66378,LptD,573.66378_166,191361,193709
573.66378,FosA6,573.66378_12,13893,14315
573.66378,tet(A),573.66378_11,6268,7542
573.66378,NDM-1,573.66378_2,1509,2321
573.66378,BRP(MBL),573.66378_3,2325,2690
573.66378,CTX-M-3,573.66378_2,275,1150
573.66378,QnrB6,573.66378_3,3387,4067
573.66378,tet(D),573.66378_2,701,1885
573.66378,AAC(6')-Ib10,573.66378_1,107,706
573.66378,arr-3,573.66378_2,803,1255
573.66378,dfrA27,573.66378_3,1388,1861
573.66378,aadA16,573.66378_4,2042,2887
573.66378,mphA,573.66378_1,70,975
573.66378,Mrx,573.66378_2,972,2210
573.66378,dfrA12,573.66378_1,2,502
573.66378,aadA2,573.66378_2,922,1701
573.66378,qacEdelta1,573.66378_1,39,386
573.66378,sul1,573.66378_2,380,1219
573.66378,baeR,573.66378_203,234913,235635
573.66378,Escherichia coli AcrAB-TolC with MarR mutations conferring resistance to ciprofloxacin and tetracycline,573.66378_1111,1187829,1188263
574.115,oqxA,574.115_8,7999,9174
574.115,oqxB,574.115_9,9198,12350
574.115,emrR,574.115_51,52403,52933
574.115,Klebsiella pneumoniae KpnG,574.115_52,53059,54231
574.115,Klebsiella pneumoniae KpnH,574.115_53,54247,55785
574.115,rsmA,574.115_61,63637,63822
574.115,acrD,574.115_89,88062,91175
574.115,Escherichia coli mdfA,574.115_64,70208,71440
574.115,adeF,574.115_111,112223,115333
574.115,PmrF,574.115_29,31543,32526
574.115,ArnT,574.115_32,35407,37062
574.115,Klebsiella pneumoniae OmpK37,574.115_40,39901,41025
574.115,vanG,574.115_27,27490,28587
574.115,leuO,574.115_39,45365,46315
574.115,LptD,574.115_69,84846,87194
574.115,OmpA,574.115_21,25242,26312
574.115,FosA6,574.115_12,13910,14329
574.115,eptB,574.115_28,43003,44676
574.115,mdtB,574.115_19,23750,26872
574.115,mdtC,574.115_20,26873,29950
574.115,SHV-11,574.115_31,27984,28844
574.115,marA,574.115_51,48948,49322
574.115,Shigella flexneri acrA,574.115_30,33743,34936
574.115,acrB,574.115_31,34959,38105
574.115,CrcB,574.115_6,4090,4503
574.115,Klebsiella pneumoniae KpnE,574.115_20,23351,23713
574.115,Klebsiella pneumoniae KpnF,574.115_21,23700,24029
574.115,MdtQ,574.115_32,33025,34464
574.115,msbA,574.115_12,14449,16197
574.115,QnrS1,574.115_1,453,1109
574.115,CRP,574.115_13,12945,13577
574.115,aphA15,574.115_6,4255,5049
574.115,OXA-932,574.115_7,5036,5977
574.115,qacJ,574.115_8,6132,6464
574.115,IMP-1,574.115_9,6583,7323
574.115,aadA5,574.115_10,7456,8202
574.115,adeF,574.115_1,2,3052
574.115,baeR,574.115_23,32839,33561
574.115,Escherichia coli AcrAB-TolC with MarR mutations conferring resistance to ciprofloxacin and tetracycline,574.115_52,49343,49777
573.66313,OmpA,573.66313_134,136034,137104
573.66313,msbA,573.66313_174,186472,188220
573.66313,Escherichia coli mdfA,573.66313_244,267586,268818
573.66313,marA,573.66313_95,91642,92016
573.66313,SHV-1,573.66313_115,112128,112988
573.66313,Klebsiella pneumoniae KpnF,573.66313_157,153026,153355
573.66313,Klebsiella pneumoniae KpnE,573.66313_158,153342,153704
573.66313,Klebsiella pneumoniae OmpK37,573.66313_280,289244,290368
573.66313,oqxA,573.66313_43,40287,41462
573.66313,oqxB,573.66313_44,41486,44638
573.66313,emrR,573.66313_87,84688,85218
573.66313,Klebsiella pneumoniae KpnG,573.66313_88,85344,86516
573.66313,Klebsiella pneumoniae KpnH,573.66313_89,86532,88070
573.66313,rsmA,573.66313_98,95931,96116
573.66313,CRP,573.66313_20,15182,15814
573.66313,ArnT,573.66313_120,125913,127568
573.66313,PmrF,573.66313_123,130449,131432
573.66313,eptB,573.66313_180,206269,207942
573.66313,mdtB,573.66313_118,122340,125462
573.66313,mdtC,573.66313_119,125463,128540
573.66313,MdtQ,573.66313_166,180845,182284
573.66313,fosA5,573.66313_13,13868,14290
573.66313,LptD,573.66313_169,175150,177498
573.66313,leuO,573.66313_199,216029,216979
573.66313,vanG,573.66313_112,114278,115375
573.66313,acrB,573.66313_233,235885,239031
573.66313,Shigella flexneri acrA,573.66313_234,239054,240247
573.66313,acrD,573.66313_103,92102,95215
573.66313,QnrS1,573.66313_3,1028,1684
573.66313,OXA-181,573.66313_10,7643,8440
573.66313,NDM-4,573.66313_1,227,1039
573.66313,BRP(MBL),573.66313_2,1043,1408
573.66313,rmtB,573.66313_2,646,1401
573.66313,TEM-1,573.66313_3,1571,2431
573.66313,OXA-1,573.66313_2,580,1410
573.66313,AAC(6')-Ib10,573.66313_3,1541,2185
573.66313,CTX-M-15,573.66313_2,392,1267
573.66313,Escherichia coli AcrAB-TolC with MarR mutations conferring resistance to ciprofloxacin and tetracycline,573.66313_94,91187,91621
573.66313,baeR,573.66313_122,131429,132151
573.66426,OmpA,573.66426_134,135852,136922
573.66426,msbA,573.66426_174,186290,188038
573.66426,Escherichia coli mdfA,573.66426_244,267404,268636
573.66426,Klebsiella pneumoniae OmpK37,573.66426_292,292631,293755
573.66426,Klebsiella pneumoniae KpnE,573.66426_414,429295,429657
573.66426,Klebsiella pneumoniae KpnF,573.66426_415,429644,429973
573.66426,SHV-1,573.66426_457,470011,470871
573.66426,marA,573.66426_477,490983,491357
573.66426,MdtQ,573.66426_153,176918,178357
573.66426,mdtC,573.66426_200,230662,233739
573.66426,mdtB,573.66426_201,233740,236862
573.66426,oqxA,573.66426_43,40287,41462
573.66426,oqxB,573.66426_44,41486,44638
573.66426,emrR,573.66426_87,84688,85218
573.66426,Klebsiella pneumoniae KpnG,573.66426_88,85344,86516
573.66426,Klebsiella pneumoniae KpnH,573.66426_89,86532,88070
573.66426,rsmA,573.66426_98,95931,96116
573.66426,Shigella flexneri acrA,573.66426_113,88816,90009
573.66426,acrB,573.66426_114,90032,93178
573.66426,vanG,573.66426_235,213688,214785
573.66426,fosA5,573.66426_13,13868,14290
573.66426,LptD,573.66426_169,175150,177498
573.66426,leuO,573.66426_199,216029,216979
573.66426,acrD,573.66426_103,92102,95215
573.66426,eptB,573.66426_160,169271,170944
573.66426,CRP,573.66426_20,15182,15814
573.66426,ArnT,573.66426_21,19811,21466
573.66426,PmrF,573.66426_24,24347,25330
573.66426,QnrS1,573.66426_3,1028,1684
573.66426,OXA-181,573.66426_10,7643,8440
573.66426,rmtB,573.66426_2,646,1401
573.66426,TEM-1,573.66426_3,1571,2431
573.66426,Escherichia coli AcrAB-TolC with MarR mutations conferring resistance to ciprofloxacin and tetracycline,573.66426_478,491378,491812
573.66426,baeR,573.66426_197,227051,227773
573.66531,Escherichia coli mdfA,573.66531_270,299125,300357
573.66531,msbA,573.66531_339,379705,381453
573.66531,OmpA,573.66531_380,430826,431896
573.66531,Shigella flexneri acrA,573.66531_148,165033,166226
573.66531,acrB,573.66531_149,166249,169395
573.66531,vanG,573.66531_272,289937,291034
573.66531,FosA6,573.66531_13,15397,15816
573.66531,LptD,573.66531_156,167892,170240
573.66531,leuO,573.66531_186,208772,209722
573.66531,acrD,573.66531_159,176283,179396
573.66531,eptB,573.66531_84,86875,88548
573.66531,PmrF,573.66531_140,163223,164206
573.66531,ArnT,573.66531_143,167087,168742
573.66531,CRP,573.66531_242,278038,278670
573.66531,oqxA,573.66531_33,30631,31806
573.66531,oqxB,573.66531_34,31830,34982
573.66531,emrR,573.66531_79,79254,79784
573.66531,Klebsiella pneumoniae KpnG,573.66531_80,79910,81082
573.66531,Klebsiella pneumoniae KpnH,573.66531_81,81098,82636
573.66531,rsmA,573.66531_89,90495,90680
573.66531,Klebsiella pneumoniae KpnF,573.66531_28,27783,28112
573.66531,Klebsiella pneumoniae KpnE,573.66531_29,28099,28461
573.66531,mdtB,573.66531_19,24812,27934
573.66531,mdtC,573.66531_20,27935,31012
573.66531,MdtQ,573.66531_61,76478,77917
573.66531,adeF,573.66531_124,125587,128697
573.66531,marA,573.66531_57,51549,51923
573.66531,SHV-28,573.66531_78,72021,72881
573.66531,QnrS1,573.66531_27,22615,23271
573.66531,NDM-1,573.66531_35,29718,30530
573.66531,BRP(MBL),573.66531_36,30534,30899
573.66531,KPC-2,573.66531_20,14416,15297
573.66531,floR,573.66531_6,3867,5081
573.66531,AAC(6')-Ib10,573.66531_1,3,638
573.66531,arr-3,573.66531_2,735,1187
573.66531,dfrA27,573.66531_3,1320,1793
573.66531,aadA16,573.66531_4,1974,2819
573.66531,qacEdelta1,573.66531_5,2936,3283
573.66531,sul1,573.66531_6,3277,4116
573.66531,TEM-1,573.66531_1,35,895
573.66531,APH(6)-Id,573.66531_3,1616,2452
573.66531,APH(3'')-Ib,573.66531_4,2452,3255
573.66531,sul2,573.66531_5,3316,4131
573.66531,catA1,573.66531_2,224,883
573.66531,tet(D),573.66531_2,701,1885
573.66531,Mrx,573.66531_2,1023,2261
573.66531,mphA,573.66531_3,2258,3163
573.66531,AAC(3)-IId,573.66531_2,707,1567
